year,month,trades,stocks,total_deployed
2020,9,7,"HINDCOPPER, KARURVYSYA, NATIONALUM, OBEROIRLTY, PENIND, SHRIPISTON, TIMETECHNO",14266
2020,10,7,"GRAVITA, HINDCOPPER, KARURVYSYA, NATIONALUM, PENIND, SOLARINDS, TIMETECHNO",14266
2020,12,46,"AHLUCONT, BLS, BSE, CEMPRO, ECLERX, FSL, GRAVITA, HINDCOPPER, HINDZINC, INDRAMEDCO, KARURVYSYA, MCX, NATIONALUM, OBEROIRLTY, PENIND, PERSISTENT, PGIL, RSYSTEMS, SHRIPISTON, SOLARINDS, TIMETECHNO, USHAMART, VISHNU",28482
2021,2,23,"AHLUCONT, BLS, BSE, CEMPRO, ECLERX, FSL, GRAVITA, HINDCOPPER, HINDZINC, INDRAMEDCO, KARURVYSYA, MCX, NATIONALUM, OBEROIRLTY, PENIND, PERSISTENT, PGIL, RSYSTEMS, SHRIPISTON, SOLARINDS, TIMETECHNO, USHAMART, VISHNU",30124
2021,3,1,MCX,17002
2021,5,3,"AHLUCONT, BLS, MCX",31384
2021,6,1,MCX,15692
2021,7,25,"AHLUCONT, BLS, BSE, CEMPRO, ECLERX, FSL, GRAVITA, HINDCOPPER, HINDZINC, INDRAMEDCO, KARURVYSYA, LODHA, MCX, NATIONALUM, OBEROIRLTY, PENIND, PERSISTENT, PGIL, RSYSTEMS, SBCL, SHRIPISTON, SOLARINDS, TIMETECHNO, USHAMART, VISHNU",15088
2021,8,2,"KARURVYSYA, MCX",16296
2021,9,3,"CEMPRO, HINDCOPPER, KARURVYSYA",15692
2021,11,4,"HINDCOPPER, INDRAMEDCO, KARURVYSYA, TIMETECHNO",31384
2021,12,6,"CEMPRO, HINDCOPPER, INDRAMEDCO, KARURVYSYA, SHRIPISTON, TIMETECHNO",15692
2022,2,6,"CEMPRO, FSL, HINDCOPPER, INDRAMEDCO, MCX, SHRIPISTON",34523
2022,3,1,FSL,17261
2022,4,1,INDRAMEDCO,17261
2022,5,1,COFORGE,17261
2022,6,2,"FSL, INDRAMEDCO",17261
2022,7,1,OBEROIRLTY,17261
2022,8,1,FSL,17261
2022,9,1,ECLERX,17261
2022,10,1,PERSISTENT,17261
2022,11,7,"AHLUCONT, BSE, ECLERX, FSL, LODHA, NATIONALUM, VISHNU",17261
2022,12,8,"BSE, ECLERX, FSL, NATIONALUM, OBEROIRLTY, PGIL, TIMETECHNO, VISHNU",17261
2023,1,1,ECLERX,18987
2023,2,1,TIMETECHNO,18987
2023,3,1,LODHA,18987
2023,4,3,"BSE, LODHA, TIMETECHNO",18987
2023,5,3,"BSE, SOLARINDS, TIMETECHNO",18987
2023,6,1,SOLARINDS,18987
2023,7,1,SOLARINDS,18987
2023,8,26,"AHLUCONT, BLS, BSE, CEMPRO, COFORGE, ECLERX, FSL, GRAVITA, HINDCOPPER, HINDZINC, INDRAMEDCO, KARURVYSYA, LODHA, MCX, NATIONALUM, OBEROIRLTY, PENIND, PERSISTENT, PGIL, RSYSTEMS, SBCL, SHRIPISTON, SOLARINDS, TIMETECHNO, USHAMART, VISHNU",18988
2023,10,26,"AHLUCONT, BLS, BSE, CEMPRO, COFORGE, ECLERX, FSL, GRAVITA, HINDCOPPER, HINDZINC, INDRAMEDCO, KARURVYSYA, LODHA, MCX, NATIONALUM, OBEROIRLTY, PENIND, PERSISTENT, PGIL, RSYSTEMS, SBCL, SHRIPISTON, SOLARINDS, TIMETECHNO, USHAMART, VISHNU",37975
2023,11,1,HINDZINC,18987
2024,1,26,"AHLUCONT, BLS, BSE, CEMPRO, COFORGE, ECLERX, FSL, GRAVITA, HINDCOPPER, HINDZINC, INDRAMEDCO, KARURVYSYA, LODHA, MCX, NATIONALUM, OBEROIRLTY, PENIND, PERSISTENT, PGIL, RSYSTEMS, SBCL, SHRIPISTON, SOLARINDS, TIMETECHNO, USHAMART, VISHNU",39874
2024,2,1,VISHNU,20886
2024,3,1,VISHNU,20886
2024,4,1,SBCL,20886
2024,5,1,COFORGE,20886
2024,6,1,RSYSTEMS,20886
2024,7,1,ECLERX,20886
2024,8,1,USHAMART,20886
2024,9,1,RSYSTEMS,20886
2024,10,4,"AHLUCONT, HINDCOPPER, LODHA, RSYSTEMS",20886
2024,12,3,"AHLUCONT, HINDCOPPER, SBCL",41772
2025,1,5,"AHLUCONT, HINDCOPPER, HINDZINC, RSYSTEMS, SOLARINDS",22975
2025,2,1,SHRIPISTON,22975
2025,3,3,"AHLUCONT, SOLARINDS, USHAMART",22975
2025,4,1,RSYSTEMS,22975
2025,5,5,"AHLUCONT, ECLERX, HINDCOPPER, OBEROIRLTY, USHAMART",22975
2025,6,1,SBCL,22975
2025,7,10,"BLS, FSL, GRAVITA, HINDZINC, LODHA, NATIONALUM, OBEROIRLTY, PERSISTENT, PREMIERENE, SBCL",22975
2025,9,10,"BLS, GRAVITA, HINDCOPPER, HINDZINC, LODHA, OBEROIRLTY, PERSISTENT, PGIL, PREMIERENE, SBCL",45950
2025,10,5,"BLS, GRAVITA, LODHA, PGIL, SBCL",22975
2025,11,1,BLS,22975
2025,12,1,BLS,22975
2026,1,17,"AHLUCONT, BLS, CEMPRO, COFORGE, FSL, GRAVITA, IKS, INDRAMEDCO, IXIGO, LODHA, OBEROIRLTY, PENIND, PREMIERENE, RSYSTEMS, SBCL, SOLARINDS, TIMETECHNO",25272
2026,2,1,PREMIERENE,25272
2026,3,1,PREMIERENE,25272
2026,4,2,"ECLERX, IKS",25272
2026,5,1,PERSISTENT,25272
