year,month,trades,stocks,total_deployed
2015,3,2,"GRAVITA, HINDCOPPER",17716
2015,4,1,GRAVITA,8858
2015,5,1,TIMETECHNO,8858
2015,6,1,GRAVITA,8858
2015,7,3,"GRAVITA, HINDCOPPER, OBEROIRLTY",6643
2015,8,1,HINDCOPPER,11072
2015,9,1,OBEROIRLTY,8858
2015,11,3,"GRAVITA, HINDCOPPER",17716
2015,12,3,"GRAVITA, HINDCOPPER, OBEROIRLTY",8858
2016,1,5,"GRAVITA, HINDCOPPER, OBEROIRLTY, TIMETECHNO, VISHNU",9744
2016,2,5,"GRAVITA, HINDCOPPER, OBEROIRLTY, TIMETECHNO, VISHNU",8120
2016,3,1,OBEROIRLTY,11368
2016,5,4,"GRAVITA, HINDCOPPER, TIMETECHNO, VISHNU",15590
2016,6,5,"GRAVITA, HINDCOPPER, TIMETECHNO, VISHNU",13641
2016,7,1,RSYSTEMS,9744
2016,8,2,"RSYSTEMS, VISHNU",9744
2016,11,1,RSYSTEMS,6634
2016,12,2,"RSYSTEMS, VISHNU",20860
2017,1,1,VISHNU,22199
2017,3,8,"BLS, GRAVITA, HINDCOPPER, OBEROIRLTY, RSYSTEMS, SHRIPISTON, TIMETECHNO, VISHNU",19054
2017,4,2,"RSYSTEMS, SHRIPISTON",13100
2017,5,3,"HINDCOPPER, RSYSTEMS, VISHNU",10718
2017,6,1,RSYSTEMS,10718
2017,7,1,RSYSTEMS,10718
2017,8,3,"HINDCOPPER, RSYSTEMS, VISHNU",8038
2017,9,1,RSYSTEMS,13397
2017,10,1,HINDCOPPER,10718
2017,11,7,"BLS, GRAVITA, HINDCOPPER, OBEROIRLTY, RSYSTEMS, SHRIPISTON, VISHNU",8336
2017,12,7,"BLS, GRAVITA, HINDCOPPER, OBEROIRLTY, RSYSTEMS, SHRIPISTON, VISHNU",10189
2018,1,2,"BLS, SHRIPISTON",14701
2018,3,6,"BLS, HINDCOPPER, RSYSTEMS, SHRIPISTON, VISHNU",23579
2018,4,1,BLS,11790
2018,5,1,SHRIPISTON,11790
2018,6,1,RSYSTEMS,11790
2018,7,1,TIMETECHNO,11790
2018,8,1,SHRIPISTON,11790
2018,9,1,OBEROIRLTY,11790
2018,10,1,OBEROIRLTY,11790
2018,11,2,"HINDCOPPER, VISHNU",11790
2018,12,1,BLS,11790
2019,1,6,"BLS, GRAVITA, HINDCOPPER, SHRIPISTON, TIMETECHNO, VISHNU",9727
2019,2,1,BLS,16211
2019,4,7,"BLS, GRAVITA, HINDCOPPER, SHRIPISTON, TIMETECHNO, VISHNU",25937
2019,5,1,SHRIPISTON,12969
2019,7,1,HINDCOPPER,25937
2019,8,1,VISHNU,12969
2019,9,1,VISHNU,12969
2019,10,2,"BLS, GRAVITA",12969
2019,11,1,GRAVITA,12969
2019,12,1,BLS,12969
2020,1,1,CEMPRO,14266
2020,2,1,BLS,14266
2020,3,7,"BLS, CEMPRO, GRAVITA, HINDCOPPER, SHRIPISTON, TIMETECHNO, VISHNU",12482
2020,4,1,HINDCOPPER,16049
2020,5,1,OBEROIRLTY,14266
2020,6,5,"GRAVITA, HINDCOPPER, OBEROIRLTY, SHRIPISTON, TIMETECHNO",14266
2020,7,4,"CEMPRO, OBEROIRLTY, SHRIPISTON, TIMETECHNO",14266
2020,8,3,"OBEROIRLTY, SHRIPISTON, TIMETECHNO",14266
2020,9,4,"HINDCOPPER, OBEROIRLTY, SHRIPISTON, TIMETECHNO",14266
2020,10,3,"GRAVITA, HINDCOPPER, TIMETECHNO",14266
2020,12,14,"BLS, CEMPRO, GRAVITA, HINDCOPPER, SHRIPISTON, TIMETECHNO, VISHNU",27122
2021,2,8,"BLS, CEMPRO, GRAVITA, HINDCOPPER, OBEROIRLTY, SHRIPISTON, TIMETECHNO, VISHNU",29150
2021,3,7,"BLS, CEMPRO, GRAVITA, OBEROIRLTY, SHRIPISTON, TIMETECHNO, VISHNU",15039
2021,4,7,"BLS, CEMPRO, GRAVITA, OBEROIRLTY, SHRIPISTON, TIMETECHNO, VISHNU",15547
2021,5,7,"BLS, CEMPRO, GRAVITA, OBEROIRLTY, SHRIPISTON, TIMETECHNO, VISHNU",15660
2021,6,7,"BLS, CEMPRO, GRAVITA, OBEROIRLTY, SHRIPISTON, TIMETECHNO, VISHNU",15685
2021,7,7,"BLS, CEMPRO, GRAVITA, OBEROIRLTY, SHRIPISTON, TIMETECHNO, VISHNU",15691
2021,8,6,"BLS, CEMPRO, OBEROIRLTY, SHRIPISTON, TIMETECHNO, VISHNU",13450
2021,9,7,"BLS, CEMPRO, HINDCOPPER, OBEROIRLTY, SHRIPISTON, TIMETECHNO, VISHNU",17436
2021,10,8,"BLS, CEMPRO, GRAVITA, HINDCOPPER, OBEROIRLTY, SHRIPISTON, TIMETECHNO, VISHNU",18377
2021,11,1,CEMPRO,17989
2021,12,4,"CEMPRO, HINDCOPPER, SHRIPISTON, TIMETECHNO",15692
2022,2,3,"CEMPRO, HINDCOPPER, SHRIPISTON",34523
2022,3,1,SHRIPISTON,17261
2022,4,1,TIMETECHNO,17261
2022,5,1,SHRIPISTON,17261
2022,6,1,SHRIPISTON,17261
2022,7,1,OBEROIRLTY,17261
2022,9,1,HINDCOPPER,17261
2022,11,1,HINDCOPPER,25892
2022,12,1,TIMETECHNO,21577
2023,1,3,"OBEROIRLTY, TIMETECHNO, VISHNU",40564
2023,2,1,TIMETECHNO,18987
2023,3,5,"CEMPRO, HINDCOPPER, OBEROIRLTY, TIMETECHNO, VISHNU",18988
2023,4,1,TIMETECHNO,18987
2023,5,1,TIMETECHNO,18987
2023,6,7,"BLS, CEMPRO, HINDCOPPER, OBEROIRLTY, SHRIPISTON, TIMETECHNO, VISHNU",14768
2023,7,7,"BLS, CEMPRO, HINDCOPPER, OBEROIRLTY, SHRIPISTON, TIMETECHNO, VISHNU",18050
2023,8,7,"BLS, CEMPRO, HINDCOPPER, OBEROIRLTY, SHRIPISTON, TIMETECHNO, VISHNU",18779
2023,9,7,"BLS, CEMPRO, HINDCOPPER, OBEROIRLTY, SHRIPISTON, TIMETECHNO, VISHNU",18941
2023,11,7,"BLS, CEMPRO, HINDCOPPER, OBEROIRLTY, SHRIPISTON, TIMETECHNO, VISHNU",33745
2023,12,1,VISHNU,28629
2024,1,1,VISHNU,20886
2024,2,1,VISHNU,20886
2024,3,1,VISHNU,20886
2024,5,1,VISHNU,20886
2024,6,1,RSYSTEMS,41772
2024,7,8,"BLS, CEMPRO, HINDCOPPER, OBEROIRLTY, RSYSTEMS, SHRIPISTON, TIMETECHNO, VISHNU",18566
2024,8,8,"BLS, CEMPRO, HINDCOPPER, OBEROIRLTY, RSYSTEMS, SHRIPISTON, TIMETECHNO, VISHNU",20628
2024,9,1,RSYSTEMS,23465
2024,10,2,"HINDCOPPER, RSYSTEMS",20886
2024,12,1,HINDCOPPER,41772
2025,1,1,HINDCOPPER,22975
2025,2,1,SHRIPISTON,22975
2025,3,1,HINDCOPPER,22975
2025,4,1,RSYSTEMS,22975
2025,5,2,"HINDCOPPER, OBEROIRLTY",22975
2025,6,1,BLS,11487
2025,7,3,"BLS, OBEROIRLTY, PREMIERENE",25847
2025,8,4,"BLS, HINDCOPPER, OBEROIRLTY, PREMIERENE",25272
2025,9,4,"BLS, OBEROIRLTY, PREMIERENE, VISHNU",23434
2025,10,1,BLS,14417
2025,11,1,BLS,37392
2025,12,1,BLS,22975
2026,1,5,"BLS, OBEROIRLTY, PREMIERENE, RSYSTEMS, TIMETECHNO",18052
2026,2,1,PREMIERENE,32493
2026,3,1,PREMIERENE,25272
2026,4,2,"RSYSTEMS, TIMETECHNO",25272
2026,5,3,"BLS, RSYSTEMS, TIMETECHNO",18954
