year,month,trades,stocks,total_deployed
2024,5,1,COFORGE,20886
2024,6,1,BAJFINANCE,20886
2024,7,6,"APCOTEXIND, APLAPOLLO, BAJFINANCE, ECLERX, KALAMANDIR, RAINBOW",20886
2024,8,1,APLAPOLLO,20886
2024,9,6,"APCOTEXIND, JAMNAAUTO, KALAMANDIR, MEDANTA, REDINGTON, RSYSTEMS",20886
2024,10,22,"AHLUCONT, APCOTEXIND, APLAPOLLO, BAJFINANCE, CHOLAFIN, COALINDIA, ELGIEQUIP, HINDCOPPER, INOXINDIA, JAMNAAUTO, JKTYRE, KALAMANDIR, LODHA, LUMAXIND, MAHABANK, MEDANTA, NMDC, RAILTEL, REDINGTON, RRKABEL, RSYSTEMS, SOBHA",20886
2024,11,1,MAHABANK,20886
2024,12,1,JAMNAAUTO,20886
2025,1,1,RRKABEL,22975
2025,2,3,"JAMNAAUTO, MAHABANK, SOBHA",22975
2025,3,3,"AHLUCONT, SOLARINDS, USHAMART",22975
2025,4,1,CAMPUS,22975
2025,5,1,ENDURANCE,22975
2025,6,1,SBCL,22975
2025,7,2,"JSLL, NETWEB",22975
2025,9,26,"ADSL, AJANTPHARM, ANANTRAJ, APARINDS, BLS, CAMPUS, CHOLAFIN, ELGIEQUIP, GRAVITA, HINDCOPPER, HINDZINC, INDGN, JSLL, LODHA, MAYURUNIQ, MPSLTD, OBEROIRLTY, PERSISTENT, PGIL, PREMIERENE, RAILTEL, RRKABEL, SBCL, STYLAMIND, SUNTECK, TIPSMUSIC",45950
2025,10,1,AJANTPHARM,22975
2025,11,1,BLS,22975
2025,12,1,BLS,22975
2026,1,1,TIPSMUSIC,25272
2026,2,3,"INDIASHLTR, MPSLTD, PREMIERENE",25272
2026,3,1,AADHARHFC,25272
2026,4,1,INTERARCH,25272
2026,5,1,CHOICEIN,25272
