date,year,month,strategy,action,buy_type,stock,price,amount
2010-02-02,2010,2,Timed HODL,BUY,fallback,ADANIPORTS,113.91,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,ADSL,203.91,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,AJANTPHARM,10.62,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,ANANTRAJ,46.97,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,APARINDS,127.27,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,APOLLOHOSP,320.29,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,BAJFINANCE,2.66,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,CEMPRO,18.51,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,CGPOWER,73.66,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,CHOLAFIN,11.27,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,COFORGE,24.38,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,CUMMINSIND,241.34,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,ECLERX,66.49,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,EICHERMOT,50.61,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,ELGIEQUIP,19.69,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,FIEMIND,37.45,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,FSL,24.22,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,GESHIP,166.41,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,GODFRYPHLP,103.39,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,HINDCOPPER,531.41,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,HINDZINC,37.47,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,INDRAMEDCO,28.59,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,JKTYRE,25.41,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,KARURVYSYA,23.22,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,LTFOODS,5.42,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,LUMAXIND,142.0,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,LUMAXTECH,12.39,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,MAHABANK,36.62,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,MPSLTD,33.63,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,NATIONALUM,44.65,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,NESCO,105.08,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,NEULANDLAB,83.0,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,NMDC,43.39,229.17
2010-02-02,2010,2,Timed HODL,BUY,fallback,PGIL,34.27,229.17
