date,year,month,strategy,action,buy_type,stock,price,amount
2010-02-02,2010,2,Timed HODL,BUY,fallback,ACE,32.93,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,ADANIPOWER,20.36,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,AMJLAND,18.07,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,BAJAJHLDNG,408.7,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,BIRLAMONEY,54.4,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,DVL,104.32,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,EIMCOELECO,204.6,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,ELECON,32.85,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,GANESHHOU,72.1,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,GENUSPOWER,14.66,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,GEOJITFSL,22.74,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,HBLENGINE,32.88,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,HILTON,21.14,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,INDIANCARD,101.0,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,INDOTECH,275.15,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,JINDRILL,508.42,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,JSWENERGY,83.96,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,KRBL,18.11,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,MAHSEAMLES,138.54,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,MOTILALOFS,151.52,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,PRICOLLTD,18.05,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,RANEHOLDIN,108.73,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,RKFORGE,22.69,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,SHILPAMED,37.77,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,SKMEGGPROD,9.08,366.67
2010-02-02,2010,2,Timed HODL,BUY,fallback,SUNFLAG,28.05,366.67
